Questions,PaperID,StudyID,DVID,LeadAuthor,Year,Domain,Pnum,PnumExperts,PnumIntermediate,PnumNovice,ExpertiseIVOp,ExpertiseIVDef,DecisionDVType,DecisionDVDelib,DecisionDVBias,DecisionDVStakes,DecisionDVObj,MainEffect,MainEffectStat,ModeratorsSig,ModeratorsNonSig,MediatorsSig,MediatorsNonSig,Notes,,,,
,315,,3,Crowe,2018,2,35,7,10,18,2,2,7,2,3,2,1,1,1,scanning pattern,,,,,,,,
,838,,1,Crundall,2003,17,48,,,,2,2,3,2,3,1,1,0,1,,,,,have two different treatment condition and one control. Also find difference between treatment condition. Not coded here. Just coded overall effect,,,,
,838,,2,Crundall,2003,17,48,,,,2,2,3,2,3,1,1,0,1,,,,,less experienced pilots took longer to find failure,,,,
,853,,1,de Boer,2014,5,35,15,20,,2,2,9,4,3,3,1,1,16,,,,,,,,,
,853,,2,de Boer,2014,5,35,15,20,,2,2,9,4,3,3,1,1,16,,,,,also note miss error rates and false alarm rates but don't statistically test those,,,,
,44,1,,DeCarlo,2015,4,87,17,27,43,3,2,4,4,3,1,1,0,2,,,,"quadratic regression, curvilinear relationship ",,,,,
,323,,1,DeMarie,2004,7,142,,,,2,3,12,3,3,1,1,1,2,,,,,,,,,
,323,,2,DeMarie,2004,7,142,,,,2,3,12,3,3,1,1,1,2,,,,,,,,,
,323,,3,DeMarie,2004,7,142,,,,2,3,12,3,3,1,1,1,2,,,,,,,,,
,323,,4,DeMarie,2004,7,142,,,,2,3,12,3,3,1,1,1,2,,,,,,,,,
,325,2,1,Dewhurst,2007,2,249,256,89,,2,2,1,3,2,2,1,1,1,,,,,bias = use of heuristics,,,,
,325,2,2,Dewhurst,2007,2,249,256,89,,2,2,1,3,2,2,1,1,3,,,,,bias = use of heuristics,,,,
,325,2,3,Dewhurst,2007,2,249,256,89,,2,2,1,3,2,2,1,0,3,,,,,bias = use of heuristics,,,,
,325,2,4,Dewhurst,2007,2,249,256,89,,2,2,1,3,2,2,1,0,3,,,,,bias = use of heuristics,,,,
,325,2,5,Dewhurst,2007,2,469,256,89,220,2,2,1,3,2,2,1,0,9,,,,,bias = use of heuristics,,,,
,46,,,Donovan,2013,2,40,,,,2,2,1,3,3,2,1,1,1,,,,eye movement,,,,,
,888,,1,Downer,1996,2,28,,,,2,1,2,4,3,2,1,1,1,,,,,,,,,
,890,,1,Drinkwater,2006,8,48,24,,24,2,2,3,2,3,1,1,1,1,,cue type,,,,,,,
,890,,2,Drinkwater,2006,8,48,24,,24,2,2,3,2,3,1,1,1,1,,cue type,,,,,,,
,890,,3,Drinkwater,2006,8,48,24,,24,2,2,7,2,3,1,1,0,1,,cue type,,,,,,,
,890,,4,Drinkwater,2006,8,48,24,,24,2,2,7,2,3,1,1,1,1,,cue type,,,,,,,
calculate effects,891,,,Drwecki,2011,2,151,,,,2,2,2,1,1,2,1,,,,,,,,,,,
,47,1,,Dudley,2015,2,43,20,,23,2,2,1,4,3,2,1,0,1,response type,vignette type,,,,,,,
,47,2,1,Dudley,2015,2,46,15,,31,2,2,1,4,3,2,1,1,1,,,,,,,,,
,47,2,2,Dudley,2015,2,46,15,,31,2,2,1,4,3,2,1,1,1,,,,,,,,,
,47,2,3,Dudley,2015,2,46,15,,31,2,2,1,4,3,2,1,,,,,,,,,,,
,47,2,4,Dudley,2015,2,46,15,,31,2,2,7,4,3,2,1,1,1,,,,,,,,,
,47,2,5,Dudley,2015,2,46,15,,31,2,2,7,4,3,2,1,1,1,,,,,,,,,
,47,2,6,Dudley,2015,2,46,15,,31,2,2,1,4,3,2,1,1,1,response type,,,,,,,,
,47,2,7,Dudley,2015,2,46,15,,31,2,2,1,4,3,2,1,0,1,,,,,,,,,
,47,2,8,Dudley,2015,2,46,15,,31,2,2,1,4,3,2,1,1,1,,,,,,,,,
,47,2,9,Dudley,2015,2,46,15,,31,2,2,1,4,3,2,1,1,1,,,,,,,,,
,892,,,Dym,2013,2,583,,,,2,2,2,3,3,2,1,0,1,,,,,,,,,
calculate effects,893,,1,Eberle,1996,2,206,,,,2,7,2,4,3,3,1,,,,,,,,,,,
calculate effects,893,,2,Eberle,1996,2,206,,,,2,7,2,4,3,3,1,,,,,,,,,,,
calculate effects,893,,3,Eberle,1996,2,206,,,,2,7,2,4,3,3,1,,,,,,,,,,,
,340,,,Ekman,1991,17,509,,,,2,1,3,4,3,2,1,1,1,,,,,,,,,
,341,,,Elaad,1994,17,10,,,,2,2,3,4,3,1,1,1,1,expectation (guilt vs innocence),,,,,,,,
,345,2,3,Englich,2006,1,81,41,,40,2,2,1,4,2,2,0,0,1,,anchor source,,,,,,,
,345,1,1,Englich,2006,1,42,,,,4,2,10,4,2,2,0,1,1,high or low anchoring ,,,,,,,,
,345,1,2,Englich,2006,1,42,,,,4,2,1,4,2,2,0,1,1,,anchor relevance ,,,,,,,
,345,2,1,Englich,2006,1,39,,,,4,2,10,4,2,2,0,1,1,high or low anchoring ,,,,,,,,
,345,2,2,Englich,2006,1,39,,,,4,2,1,4,2,2,0,1,1,,anchor source,,,,,,,
,345,3,1,Englich,2006,1,52,,,,4,2,10,4,2,2,0,1,1,high or low anchoring ,,,,,,,,
,345,3,2,Englich,2006,1,52,,,,4,2,1,4,2,2,0,1,1,high or low anchoring ,,,,,,,,
,345,4,1,Englich,2006,1,57,,,,4,2,9,4,2,2,1,0,1,,,,,,,,,
,48,,1,Eulerich,2018,4,396,182,,214,2,2,2,4,2,1,0,0,1,attractiveness,,,,,,,,
,48,,2,Eulerich,2018,4,396,182,,214,2,2,2,4,2,1,0,0,1,attractiveness,,,,,,,,
,48,,3,Eulerich,2018,4,396,182,,214,2,2,2,4,2,1,0,1,1,attractiveness,,,,,,,,
,48,,4,Eulerich,2018,4,396,182,,214,2,2,2,4,2,1,0,1,1,attractiveness,,,,,,,,
,48,,5,Eulerich,2018,4,396,182,,214,2,2,2,4,2,1,0,1,1,attractiveness,,,,,,,,
,48,,6,Eulerich,2018,4,396,182,,214,2,2,2,4,2,1,0,1,1,attractiveness,,,,,,,,
,48,,7,Eulerich,2018,4,396,182,,214,2,2,2,4,2,1,0,0,1,,,,,,,,,
,349,,1,Fahsing,2016,17,124,,,,2,2,1,2,3,1,1,1,1,country of origin (detectives from Norway or England),,,,,,,,
,349,,2,Fahsing,2016,17,124,,,,2,2,8,2,3,1,1,1,1,language,,,,,,,,
,351,,2,Fals-Stewart,1997,2,12,,,,2,2,2,4,3,2,1,0,1,,,,,,,,,
calculate effects (table 1),910,,1,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects (table 1),910,,2,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects (table 1),910,,3,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects (table 1),910,,4,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects (table 1),910,,5,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects (table 1),910,,6,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects (table 1),910,,7,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects (table 1),910,,8,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects (table 1),910,,9,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects (table 1),910,,10,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects (table 1),910,,11,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects (table 1),910,,12,Farnsworth,2008,28,32,,,,3,1,2,3,3,2,1,,1,,,,,,,,,
calculate effects,899,2,1,Fennema,2008,4,225,,,,3,2,1,4,3,2,1,,,,,,,,,,,
,899,1,1,Fennema,2008,4,231,,,,3,2,1,4,3,2,1,1,1,,,,,,,,,
,899,1,2,Fennema,2008,4,231,,,,3,2,1,4,3,2,1,0,1,,,,,,,,,
,355,,1,Ferguson,2013,2,321,90,,231,2,2,1,4,2,2,1,1,2,"framing, incentive, gender, short or standard length",,"frame, incentive",,,,,,
,355,,2,Ferguson,2013,2,321,90,,231,2,2,1,4,2,2,1,1,2,"framing, incentive, gender, short or standard length",,"frame, incentive",,,,,,
calculate effects,52,,1,Fialkov,2014,7,45,18,,27,2,3,1,4,3,1,0,1,1,,,,choosing based on surface or deep level characteristics,,,,,
calculate effects,52,,2,Fialkov,2014,7,45,18,,27,2,3,1,4,3,1,0,,1,,,,choosing based on surface or deep level characteristics,,,,,
calculate effects,52,,3,Fialkov,2014,7,45,18,,27,2,3,1,4,3,1,0,,1,,,,choosing based on surface or deep level characteristics,,,,,
calculate effects,52,,4,Fialkov,2014,7,45,18,,27,2,3,1,4,3,1,0,,1,,,,choosing based on surface or deep level characteristics,,,,,
,357,,,Flessas,2015,3,30,10,10,10,2,2,3,1,3,1,1,1,1,,,eye movements,,no difference between national and novice judges ,,,,
,902,,1,Forsyth,2017,2,29,,,,2,2,7,2,3,1,1,0,1,,,,,,,,,
,902,,2,Forsyth,2017,2,29,,,,2,2,7,2,3,1,1,0,1,,,,,,,,,
,902,,3,Forsyth,2017,2,29,,,,2,2,7,2,3,1,1,0,1,,,,,,,,,
,902,,4,Forsyth,2017,2,29,,,,2,2,7,2,3,1,1,0,3,,,,,,,,,
,902,,5,Forsyth,2017,2,29,,,,2,2,7,2,3,1,1,0,3,,,,,,,,,
,902,,6,Forsyth,2017,2,29,,,,2,2,7,2,3,1,1,0,3,,,,,,,,,
,902,,7,Forsyth,2017,2,29,,,,2,2,7,2,3,1,1,0,3,,,,,,,,,
,903,,1,Fowkes,1985,2,173,,,,2,2,7,3,3,1,1,1,1,,,,,,,,,
,903,,2,Fowkes,1985,2,247,,,,2,1,7,3,3,1,1,0,1,,,,,,,,,
,903,,3,Fowkes,1985,2,141,,,,2,2,7,3,3,1,1,0,1,,,,,,,,,
,903,,4,Fowkes,1985,2,247,,,,2,2,7,3,3,1,1,1,1,,,,,,,,,
,903,,5,Fowkes,1985,2,247,,,,2,2,7,3,3,1,1,1,1,,,,,,,,,
,59,,1,French,1995,3,159,,,,2,2,6,1,3,3,1,1,1,,,,,,,,,
,59,,2,French,1995,3,159,,,,2,2,6,1,3,3,1,1,1,,,,,,,,,
,59,,3,French,1995,3,159,,,,2,2,6,1,3,3,1,1,1,,,,,,,,,
,59,,4,French,1995,3,159,,,,2,2,6,1,3,3,1,1,1,,,,,,,,,
,59,,5,French,1995,3,159,,,,2,2,6,1,3,3,1,1,1,,,,,,,,,
,59,,6,French,1995,3,159,,,,2,2,6,1,3,3,1,1,1,,,,,,,,,
,59,,7,French,1995,3,159,,,,2,2,6,1,3,3,1,1,1,,,,,,,,,
,59,,8,French,1995,3,159,,,,2,2,6,1,3,3,1,1,1,,,,,,,,,
,59,,9,French,1995,3,159,,,,2,2,6,1,3,3,1,1,1,,,,,,,,,
,59,,10,French,1995,3,159,,,,2,2,6,1,3,3,1,0,1,,,,,,,,,
,59,,11,French,1995,3,159,,,,2,2,6,1,3,3,1,0,1,,,,,,,,,
,363,,,Friedman,1999,2,216,,,,2,2,1,4,3,2,1,1,1,consultation with system,,,,,,,,
"intervention, but assessed through questionnaire",917,,1,Friedman,1999,2,215,71,72,72,2,2,2,4,3,2,1,1,3,,,,,,,,,
,917,,2,Friedman,1999,2,215,71,72,72,2,2,2,4,3,2,1,1,3,,,,,,,,,
,917,,3,Friedman,1999,2,215,71,72,72,2,2,2,4,3,2,1,1,1,,,,,,,,,
,917,,4,Friedman,1999,2,215,71,72,72,2,2,2,4,3,2,1,1,1,,,,,,,,,
,61,,1,Gabbett,2013,3,88,,,,2,2,6,1,3,3,0,1,1,age,,,,"accuracy, especially between high and intermediate skilled players",,,,
,61,,2,Gabbett,2013,3,88,,,,2,2,9,1,3,3,1,1,1,age,,,,"response time, especially between high and intermediate skilled players",,,,
,61,,3,Gabbett,2013,3,88,,,,2,2,7,1,3,3,1,1,1,age,,,,"accuracy, especially between high and intermediate skilled players",,,,
,61,,4,Gabbett,2013,3,88,,,,2,2,9,1,3,3,1,1,1,age,,,,"response time, especially between high and intermediate skilled players",,,,
,906,,1,Gabbett,2009,3,66,24,42,,2,2,9,1,3,3,1,1,1,,,,,,,,,
,906,,2,Gabbett,2009,3,66,24,42,,2,2,9,1,3,3,1,1,1,,,,,,,,,
,906,,3,Gabbett,2009,3,66,24,42,,2,2,7,1,3,3,1,1,1,,,,,,,,,
,880,,1,Gale,2016,2,400,,,,2,1,2,3,1,3,1,0,3,,"facial stimuli, emotional valence, gender",,,,,,,
,880,,2,Gale,2016,2,400,,,,2,1,2,3,1,3,1,-1,3,gender,"facial stimuli, emotional valence",,,,,,,
,880,,3,Gale,2016,2,400,,,,2,2,2,3,1,3,1,0,3,,,,,,,,,
,880,,4,Gale,2016,2,400,,,,2,2,10,3,1,3,1,0,3,,,,,,,,,
,880,,5,Gale,2016,2,400,,,,2,1,10,3,1,3,1,,,,,,,,,,,
,367,,1,Ganzach,1997,2,29,13,,16,2,2,1,4,3,1,1,0,1,,,,,,,,,
,367,,2,Ganzach,1997,2,29,13,,16,2,2,1,4,3,1,1,1,1,,,,,this DV is about how much weight is assigned to different causes of a mental disorder,,,,
,368,,1,Ganzach,1994,1,59,29,,30,2,2,1,4,3,2,1,0,11,,,,,,,,,
,368,,2,Ganzach,1994,1,59,29,,30,2,2,1,4,3,2,1,0,11,,,,,,,,,
,368,,3,Ganzach,1994,1,59,29,,30,2,2,2,4,3,2,1,0,11,,,,,,,,,
,909,,1,Giglia,2011,3,56,,,,2,2,9,1,3,3,1,1,1,,,,,,,,,
,909,,2,Giglia,2011,3,35,12,,23,2,2,9,1,3,3,1,1,18,,,,,,,,,
,909,,3,Giglia,2011,3,22,12,10,,2,1,9,1,3,3,1,1,18,,,,,,,,,
,909,,4,Giglia,2011,3,34,11,,23,2,2,9,1,3,3,1,1,18,,,,,,,,,
,909,,5,Giglia,2011,3,21,11,10,,2,1,9,1,3,3,1,1,18,,,,,,,,,
,909,,6,Giglia,2011,3,23,12,11,,2,2,9,1,3,3,1,0,1,,,,,,,,,
,909,,7,Giglia,2011,3,56,,,,2,2,7,1,3,3,1,1,1,,,,,,,,,
,909,,8,Giglia,2011,3,23,12,11,,2,2,7,1,3,3,1,1,18,,,,,,,,,
,909,,9,Giglia,2011,3,35,12,,23,2,1,7,1,3,3,1,1,18,,,,,,,,,
,909,,10,Giglia,2011,3,22,12,10,,2,2,7,1,3,3,1,1,18,,,,,,,,,
,909,,11,Giglia,2011,3,34,11,,23,2,1,7,1,3,3,1,0,18,,,,,,,,,
,909,,12,Giglia,2011,3,21,11,10,,2,2,7,1,3,3,1,0,18,,,,,,,,,
,909,,13,Giglia,2011,3,56,,,,2,2,7,1,3,3,1,1,1,,,,,,,,,
,909,,14,Giglia,2011,3,23,12,11,,2,2,7,1,3,3,1,1,18,,,,,,,,,
,909,,15,Giglia,2011,3,35,12,,23,2,1,7,1,3,3,1,1,18,,,,,,,,,
,909,,16,Giglia,2011,3,22,12,10,,2,2,7,1,3,3,1,1,18,,,,,,,,,
,909,,17,Giglia,2011,3,34,11,,23,2,1,7,1,3,3,1,0,18,,,,,,,,,
,909,,18,Giglia,2011,3,21,11,10,,2,2,7,1,3,3,1,0,18,,,,,,,,,
,909,,19,Giglia,2011,3,56,,,,2,2,7,1,3,3,1,0,1,,,,,,,,,
,376,,3,Gilis,2009,3,106,70,36,,2,2,3,2,2,1,1,1,3,,,,,,,,,
,376,,2,Gilis,2009,3,106,70,36,,4,2,3,2,2,1,1,0,3,,,,,,,,,
,376,,1,Gilis,2009,3,106,70,36,,2,2,3,2,3,1,1,1,3,,,,,,,,,
,377,,2,Gilis,2008,3,57,29,28,,2,2,3,2,2,1,1,1,3,,,,,,,,,
,377,,1,Gilis,2008,3,57,29,28,,2,2,3,2,3,1,1,1,3,static or dynamic ,,,,,,,,
,378,1,1,Girvan,2015,1,96,,,213,2,2,1,3,1,2,1,1,2,,,,,,,,,
,919,,1,Goddard,2014,2,26,12,14,,2,2,11,4,2,2,1,1,1,,,,,,,,,
,919,,2,Goddard,2014,2,26,12,14,,2,2,7,4,2,2,1,0,1,,,,,,,,,
,381,,2,Goodman-Delahunty,2010,1,418,231,220,,3,2,4,3,2,2,1,0,3,gender,,,,both groups were over confident ,,,,
,381,,1,Goodman-Delahunty,2010,1,418,231,220,,3,2,4,3,3,2,1,0,3,gender,,,,,,,,
,69,,1,Gorman,2015,3,32,16,,16,2,2,3,1,3,2,1,1,1,"eyemovement, display",,"eye movement, static or moving images",,,,,,
,69,,2,Gorman,2015,3,32,16,,16,2,2,7,1,3,2,1,1,1,"display, element eyemovement",,"eye movement, static or moving images",,,,,,
,382,,1,Goumas,2013,3,1439,,,,3,2,3,1,2,1,0,-1,2,,,,,,,,,
,382,,2,Goumas,2013,3,1439,,,,3,2,3,1,2,1,0,-1,2,,,,,,,,,
,383,,1,Graafland,2014,2,41,,,,2,2,1,2,3,3,1,1,1,,,,,,,,,
,383,,2,Graafland,2014,2,41,,,,2,2,9,2,3,3,1,0,1,,,,,,,,,
,383,,3,Graafland,2014,2,41,,,,2,2,1,2,3,3,1,,,,,,,,,,,
,70,,,Gredin,2018,3,31,16,,15,2,2,4,1,3,1,1,0,7,,,cungruency of trials,,,,,,
,387,,1,Groves,2003,2,21,,,,2,2,1,3,3,2,1,1,1,,,,,,,,,
,387,,2,Groves,2003,2,21,,,,2,2,1,3,3,2,1,1,1,,,,,,,,,
,387,,3,Groves,2003,2,21,,,,2,2,1,3,3,2,1,0,1,,,,,,,,,
,73,1,2,Gueldenpenning,2015,3,44,22,,22,2,2,3,1,2,1,1,0,1,,,,,,,,,
,73,2,2,Gueldenpenning,2015,3,50,22,,28,2,2,3,1,2,1,1,0,1,,,perspective front or back,,,,,,
,73,1,1,Gueldenpenning,2015,3,44,22,,22,2,2,3,1,3,1,1,0,1,,,,,,,,,
,73,2,1,Gueldenpenning,2015,3,50,22,,28,2,2,3,1,3,1,1,0,1,,,perspective front or back,,,,,,
,388,1,1,Gugerty,2004,5,111,7,53,51,2,2,1,2,3,3,1,1,1,"heading, block",,,,,,,,
,388,1,2,Gugerty,2004,5,111,7,53,51,2,2,9,2,3,3,1,1,1,"heading, block",,,,,,,,
connection between domain of expertis eand DV is quesitonable (email 11/1/2019),389,,1,Guizani,2006,3,24,12,,12,2,3,9,1,3,3,0,1,1,,workload,,,connection between domain of expertise and DV is questionable ,,,,
connection between domain of expertis eand DV is quesitonable (email 11/1/2019),389,,2,Guizani,2006,3,24,12,,12,2,3,9,1,3,3,0,1,1,,workload,,,connection between domain of expertise and DV is questionable ,,,,
connection between domain of expertis eand DV is quesitonable (email 11/1/2019),389,,3,Guizani,2006,3,24,12,,12,2,3,9,1,3,3,0,0,1,,workload,,,connection between domain of expertise and DV is questionable ,,,,
connection between domain of expertis eand DV is quesitonable (email 11/1/2019),389,,4,Guizani,2006,3,24,12,,12,2,3,9,1,3,3,0,0,1,,workload,,,connection between domain of expertise and DV is questionable ,,,,
,392,,1,Haas,1988,11,294,,,,3,2,1,3,3,2,1,1,3,"gender, theroetical setting, ","clinical setting, hours of ethics training",,,,,,,
,392,,2,Haas,1988,11,294,,,,3,2,1,3,3,2,1,,,,,,,,,,,
,392,,3,Haas,1988,11,294,,,,3,2,1,3,3,2,1,,,,,,,,,,,
,392,,4,Haas,1988,11,294,,,,3,2,1,3,3,2,1,,,,,,,,,,,
,392,,5,Haas,1988,11,294,,,,3,2,1,3,3,2,1,,,,,,,,,,,
,392,,6,Haas,1988,11,294,,,,3,2,1,3,3,2,1,,,,,,,,,,,
,392,,7,Haas,1988,11,294,,,,3,2,1,3,3,2,1,,,,,,,,,,,
,392,,8,Haas,1988,11,294,,,,3,2,1,3,3,2,1,,,,,,,,,,,
,392,,9,Haas,1988,11,294,,,,3,2,1,3,3,2,1,,,,,,,,,,,
,392,,10,Haas,1988,11,294,,,,3,2,1,3,3,2,1,,,,,,,,,,,
,392,,11,Haas,1988,11,294,,,,3,2,1,3,3,2,1,,,,,,,,,,,
,394,,1,Haerem,2007,4,67,,,,2,2,1,3,3,1,1,1,2,task complexity,,,,,,,,
,394,,2,Haerem,2007,4,67,,,,2,2,1,3,3,1,1,0,2,task complexity,,,,,,,,
,75,1,1,Hagen,2016,6,30,15,,15,2,2,7,1,3,1,1,1,1,,,,,,,,,
,75,1,2,Hagen,2016,6,30,15,,15,2,2,7,1,3,1,1,1,1,,,spatial frequency,,More analyses carried out with spatial frequency in mind,,,,
,396,,7,Hallin,2009,4,76,39,,37,2,2,10,3,2,1,0,0,1,,,,,novice were underconfident and executives were overconfident ,,,,
,396,,8,Hallin,2009,4,76,39,,37,2,2,10,3,2,1,0,0,1,,,,,novice were underconfident and executives were overconfident ,,,,
,396,,9,Hallin,2009,4,76,39,,37,2,2,10,3,2,1,0,0,1,,,,,novice were underconfident and executives were overconfident ,,,,
,396,,10,Hallin,2009,4,76,39,,37,2,2,10,3,2,1,0,0,1,,,,,novice were underconfident and executives were overconfident ,,,,
,396,,11,Hallin,2009,4,76,39,,37,2,2,10,3,2,1,0,0,1,,,,,novice were underconfident and executives were overconfident ,,,,
,396,,12,Hallin,2009,4,76,39,,37,2,2,10,3,2,1,0,0,1,,,,,novice were underconfident and executives were overconfident ,,,,
,396,,1,Hallin,2009,4,76,39,,37,2,2,1,3,2,1,1,0,1,,,,,,,,,
,396,,2,Hallin,2009,4,76,39,,37,2,2,1,3,2,1,1,0,1,,,,,novice were underconfident and executives were overconfident ,,,,
,396,,3,Hallin,2009,4,76,39,,37,2,2,1,3,2,1,1,0,1,,,,,novice were underconfident and executives were overconfident ,,,,
,396,,4,Hallin,2009,4,76,39,,37,2,2,1,3,2,1,1,0,1,,,,,,,,,
,396,,5,Hallin,2009,4,76,39,,37,2,2,1,3,2,1,1,0,1,,,,,novice were underconfident and executives were overconfident ,,,,
,396,,6,Hallin,2009,4,76,39,,37,2,2,1,3,2,1,1,0,1,,,,,novice were underconfident and executives were overconfident ,,,,
,959,,4,Hand,2014,2,111,,,,3,2,7,3,3,1,1,1,19,,,,,,,,,
,959,,1,Hand,2014,2,111,,,,1,3,7,4,3,1,1,1,19,,,,,,,,,
,959,,2,Hand,2014,2,111,,,,1,3,7,4,3,1,1,1,19,,,,,,,,,
,959,,5,Hand,2014,2,111,,,,1,3,9,4,3,1,1,1,19,,,,,,,,,
,959,,6,Hand,2014,2,111,,,,1,3,9,4,3,1,1,1,19,,,,,,,,,
,959,,7,Hand,2014,2,111,,,,1,3,7,4,3,1,1,1,19,,,,,,,,,
,959,,8,Hand,2014,2,111,,,,1,3,7,4,3,1,1,1,19,,,,,,,,,
,959,,9,Hand,2014,2,111,,,,1,3,7,4,3,1,1,1,19,,,,,,,,,
,959,,10,Hand,2014,2,111,,,,1,3,7,4,3,1,1,1,19,,,,,,,,,
,959,,11,Hand,2014,2,111,,,,1,3,7,4,3,1,1,1,19,,,,,,,,,
,959,,12,Hand,2014,2,111,,,,1,3,7,4,3,1,1,1,19,,,,,,,,,
,959,,13,Hand,2014,2,111,,,,1,3,7,4,3,1,1,0,19,,,,,,,,,
,959,,14,Hand,2014,2,111,,,,1,3,7,4,3,1,1,0,19,,,,,,,,,
,959,,15,Hand,2014,2,111,,,,1,3,7,4,3,1,1,0,19,,,,,,,,,
,959,,16,Hand,2014,2,111,,,,1,3,7,4,3,1,1,1,19,,,,,,,,,
,959,,17,Hand,2014,2,111,,,,1,3,7,4,3,1,1,1,19,,,,,don't specify whether main effect was significant or not,,,,
,959,,3,Hand,2014,2,111,,,,3,2,7,4,3,1,1,0,19,,,,,,,,,
,398,,1,Hansen,2011,2,83,,,,2,2,7,3,3,2,1,0,2,,,,,,,,,
,398,,2,Hansen,2011,2,83,,,,2,2,7,3,3,2,1,0,2,,,,,,,,,
,77,,2,Harel,2011,6,24,12,,12,2,3,7,1,2,1,1,0,1,,,,,,,,,
,77,,1,Harel,2011,6,24,12,,12,2,3,7,1,3,1,1,0,1,,,,,,,,,
,77,,2,Harel,2011,6,24,12,,12,2,3,7,1,3,1,1,0,1,,,,,,,,,
,78,,1,Harries,2014,4,187,33,,154,2,3,7,4,3,2,1,1,1,,,,,,,,,
,404,,,Hedrick,2008,2,85,5,80,,2,2,1,3,3,3,1,1,1,,,,,ppn improve performance with each additional training session and the difference betwee novice and experts diminishes (but there is no control group),,,,
,977,,1,Heller,1992,2,44,,,,2,2,1,4,2,2,1,,9,,,,,,,,,
,977,,2,Heller,1992,2,44,,,,2,2,1,4,2,2,1,0,9,,,,,,,,,
,977,,3,Heller,1992,2,44,,,,2,2,1,4,2,2,1,,9,,,,,,,,,
,977,,4,Heller,1992,2,44,,,,2,2,1,4,2,2,1,,9,,,,,,,,,
calculate effects,405,,2,Helm,2016,1,94,,,,3,2,1,4,2,2,1,0,2,,,,,,,,,
calculate effects,405,,4,Helm,2016,1,94,,,,3,2,1,4,2,2,1,0,2,,,,,,,,,
calculate effects,405,,6,Helm,2016,1,94,,,,3,2,1,4,2,2,1,0,2,,,,,,,,,
,978,,1,Helmes,2003,2,707,,,,2,1,2,3,1,2,1,0,1,age of patient,,,,,,,,
,978,,2,Helmes,2003,2,707,,,,2,1,2,3,1,2,1,0,1,age of patient,,,,,,,,
,978,,3,Helmes,2003,2,707,,,,2,1,2,3,1,2,1,0,1,age of patient,,,,,,,,
,978,,4,Helmes,2003,2,707,,,,2,1,2,3,1,2,1,0,1,age of patient,,,,,,,,
,978,,5,Helmes,2003,2,707,,,,2,1,2,3,1,2,1,0,1,age of patient,,,,,,,,
,978,,6,Helmes,2003,2,707,,,,2,1,2,3,1,2,1,0,1,age of patient,,,,,,,,
,984,,1,Henry,2013,3,28,,,,2,2,6,1,3,3,0,0,1,,,,,,,,,
,984,,2,Henry,2013,3,28,,,,2,2,6,1,3,3,0,0,1,,,,,,,,,
,81,1,1,Hershberger,1996,2,415,303,,112,2,3,1,3,2,2,1,1,1,,,,,,,,,
,81,2,,Hershberger,1996,2,303,,,,2,1,1,3,2,2,1,1,1,age,,age,,susceptibility to cognitive bias varies by speciality,,,,
,987,,1,Hershberger,1994,2,102,,22,80,2,2,2,4,2,2,1,0,1,,,,,,,,,
,987,,2,Hershberger,1994,2,340,318,22,,2,2,2,4,2,2,1,1,1,,,,,,,,,
,987,,3,Hershberger,1994,2,398,318,,80,2,2,2,4,2,2,1,0,1,,,,,aux v cons,,,,
calculate effects,82,,1,Hertwig,2013,2,112,,,,2,1,1,3,3,2,1,,,"cue consensus, cue sustainability",,,,,,,,
calculate effects,82,,2,Hertwig,2013,2,112,,,,2,1,1,3,3,2,1,,,"cue consensus, cue sustainability",,,,,,,,
,87,,,Ho,1994,4,76,,,,2,2,7,4,3,2,1,-1,3,plausibility level,,,,,,,,
,413,,1,Houlston,1993,3,12,6,,6,2,3,4,1,3,3,0,0,1,,"temporal occlusion position, increase in info",,,,,,,
,413,,2,Houlston,1993,3,12,6,,6,2,3,4,1,3,3,0,0,1,,,,,,,,,
,413,,3,Houlston,1993,3,12,6,,6,2,3,4,1,3,3,0,0,1,,,,,,,,,
,413,,4,Houlston,1993,3,12,6,,6,2,3,4,1,3,3,0,0,1,,,,,,,,,
,413,,5,Houlston,1993,3,12,6,,6,2,3,4,1,3,3,0,0,1,"nature of error, temporal stage",,,,,,,,
,414,,1,Hoyer,2003,20,40,20,,20,2,2,,2,3,3,1,,1,age,,,,need to calculate effect from table 2,,,,
